,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_BUREAU,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,DAYS_CREDIT_UPDATE,AMT_ANNUITY_y,MIN_MONTH,AVERAGE_LOAN_TYPE,ACTIVE_LOANS_PERCENTAGE,DAYS_DIFF,CREDIT_ENDDATE_PERCENTAGE,DEBT_CREDIT_RATIO,OVERDUE_DEBT_RATIO,AVG_CREDITDAYS_PROLONGED,SK_ID_PREV,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,SK_DPD,SK_DPD_DEF,INSTALLMENTS_PER_LOAN,CREDIT_LOAD,DPD_COUNT,AVG_DPD,PERCENTAGE_MISSED_PAYMENTS,CASH_CARD_RATIO,DRAWINGS_RATIO,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT_x,DAYS_DECISION_x,SELLERPLACE_AREA,CNT_PAYMENT_x,DAYS_FIRST_DRAWING_x,DAYS_FIRST_DUE_x,DAYS_LAST_DUE_1ST_VERSION_x,DAYS_LAST_DUE_x,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL,DIFF_APP_CRE_x,DOWN_PERCENTAGE_x,DIFF_APP_GOODS_x,DIFF_CRE_GOODS_x,FLAG_DOWN_x,TOT_CNT_PAYMENT,CNT_PAYMENT_y,TOT_RATE_DOWN_PAYMENT,RATE_DOWN_PAYMENT_y,TOT_DIFF_APP_CRE,DIFF_APP_CRE_y,TOT_DOWN_PERCENTAGE,DOWN_PERCENTAGE_y,TOT_DIFF_APP_GOODS,DIFF_APP_GOODS_y,TOT_DIFF_CRE_GOODS,DIFF_CRE_GOODS_y,TOT_FLAG_DOWN,FLAG_DOWN_y,TOT_DAYS_LAST_DUE,DAYS_LAST_DUE_y,TOT_DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE_1ST_VERSION_y,TOT_DAYS_FIRST_DUE,DAYS_FIRST_DUE_y,TOT_DAYS_FIRST_DRAWING,DAYS_FIRST_DRAWING_y,TOT_DAYS_DECISION,DAYS_DECISION_y
44416,154281,1.0,Cash loans,F,0.0,1.0,1,202500.0,1003500.0,29470.5,1003500.0,ALONE,Commercial associate,Incomplete higher,Married,House / apartment,0.04622,43.0,-3521,-12260.0,-1680,-1.0,1,1,1,1,1,0,3,3.0,1,1,WEED,17,0,0,0,0,0,0,Self-employed,,0.6363445629313793,0.7490217048463391,1.0,0.0,1.0,0.0,-332.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6628975.5,-1460.5,0.0,-607.25,-998.0,8025.345,0.0,512600.62,0.0,0.0,0.0,-769.25,,,4.0,0.0,629.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33412.184,835200.0,751680.0,83520.0,835200.0,0.0,16.0,1.0,1.0,0.10890909,-290.0,14.0,30.0,365243.0,-260.0,610.0,365243.0,365243.0,0.0,1.1111112,0.11111111,1.1111112,0.9,1.0,30.0,30.0,0.10890909,0.10890909,1.1111112,1.1111112,0.11111111,0.11111111,1.1111112,1.1111112,0.9,0.9,1.0,1.0,365243.0,365243.0,610.0,610.0,-260.0,-260.0,365243.0,365243.0,-290.0,-290.0
45767,155932,0.0,Cash loans,M,1.0,1.0,2,112500.0,74182.5,5823.0,67500.0,ALONE,Working,Incomplete higher,Married,House / apartment,0.01885,43.0,-2026,-193.0,-4688,21.0,1,1,1,1,0,0,2,4.0,2,2,WEED,10,0,0,0,0,0,0,Agriculture,,0.6155770123426783,0.6263042766749393,1.0,1.0,1.0,1.0,-104.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6017701.0,-2358.0,0.0,-1262.0,-1791.0,,0.0,1350000.0,0.0,0.0,0.0,-865.0,,,1.0,0.0,0.0,0.0,0.0,,0.0,1768728.0,-2.0,0.0,67500.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7562.1826,84375.0,89703.0,,84375.0,0.0,10.0,1.0,1.0,,-108.0,100.0,6.0,365243.0,182584.5,182749.5,365243.0,365243.0,-0.25,0.95705235,,0.95705235,1.04736,0.0,6.0,24.0,,,0.95705235,0.95705235,,,0.95705235,0.95705235,1.04736,1.04736,0.0,0.0,365243.0,365243.0,182749.5,256.0,182584.5,-74.0,365243.0,365243.0,-108.0,-112.0
46692,157040,0.0,Cash loans,M,1.0,1.0,2,135000.0,592560.0,32274.0,450000.0,FAMILY,Working,Secondary / secondary special,Married,House / apartment,0.025164,43.0,-1480,-1106.0,-4554,5.0,1,1,0,1,0,0,2,4.0,2,2,WEEKEND,8,0,0,0,0,0,0,School,,0.162144567666238,,2.0,1.0,2.0,1.0,-315.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12176.685,62545.5,65848.5,0.0,62545.5,1.0,11.0,1.0,1.0,0.0,-315.0,77.0,6.0,365243.0,-284.0,-134.0,-134.0,-132.0,0.0,0.9498394,0.0,0.9498394,1.0528096,0.0,6.0,6.0,0.0,0.0,0.9498394,0.9498394,0.0,0.0,0.9498394,0.9498394,1.0528096,1.0528096,0.0,0.0,-134.0,-134.0,-134.0,-134.0,-284.0,-284.0,365243.0,365243.0,-315.0,-315.0
47169,157628,1.0,Cash loans,F,0.0,1.0,0,112500.0,403330.5,19746.0,333000.0,ALONE,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,43.0,365243,-4862.0,-3857,-1.0,1,0,0,1,0,0,,2.0,2,2,WEED,9,0,0,0,0,0,0,XNA,,0.1923160541736026,0.4206109640437848,6.0,1.0,6.0,1.0,-324.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,5508335.5,-821.8333333333334,0.0,-111.6,-433.25,0.0,0.0,146558.97,52751.25,37.29,0.0,-292.8333333333333,,,3.0,0.3333333333333333,117.33333333333333,0.3333333333333333,0.35993192,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15681.195,70638.0,79729.5,0.0,211914.0,0.3333333333333333,14.0,1.0,1.0,0.0,-172.0,106.0,18.0,365243.0,-294.0,216.0,365243.0,365243.0,-0.33333334,0.8859707,0.0,0.8859707,1.1287055,0.0,18.0,18.0,0.0,0.0,0.8859707,0.8859707,0.0,0.0,0.8859707,0.8859707,1.1287055,1.1287055,0.0,0.0,365243.0,365243.0,216.0,216.0,-294.0,-294.0,365243.0,365243.0,-172.0,-96.0
49475,160457,0.0,Cash loans,F,0.0,0.0,0,103500.0,942300.0,30528.0,675000.0,ALONE,Working,Secondary / secondary special,Married,House / apartment,0.00496,43.0,-382,-4052.0,-2945,-1.0,1,1,0,1,0,0,,2.0,2,2,WEED,14,0,0,0,0,0,0,Business Entity Type 3,,0.6696430313301501,0.7557400501752248,0.0,0.0,0.0,0.0,-544.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,6784847.0,-891.0,0.0,-526.0,-520.0,,0.0,45994.5,0.0,0.0,0.0,-519.0,,,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4877.19,22531.5,23719.5,0.0,22531.5,1.0,13.0,1.0,1.0,0.0,-544.0,212.0,6.0,365243.0,-511.0,-361.0,-361.0,-354.0,0.0,0.94991463,0.0,0.94991463,1.0527261,0.0,6.0,6.0,0.0,0.0,0.94991463,0.94991463,0.0,0.0,0.94991463,0.94991463,1.0527261,1.0527261,0.0,0.0,-361.0,-361.0,-361.0,-361.0,-511.0,-511.0,365243.0,365243.0,-544.0,-544.0
51553,163040,0.0,Cash loans,F,0.0,1.0,0,112500.0,254700.0,13315.5,225000.0,FAMILY,Commercial associate,Higher education,Separated,House / apartment,0.030755,43.0,-1962,-5.0,-2364,-1.0,1,1,0,1,0,0,3,1.0,2,2,WEEKEND,12,0,0,0,0,0,0,Self-employed,0.5602286676131529,0.5426653991603912,0.3170317785834444,0.0,0.0,0.0,0.0,-234.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,4.0,5286517.0,-1029.5714285714287,0.0,4.285714,-617.8,3730.5,0.0,170357.14,42222.85,93828.01,0.0,-441.0,,,3.5,0.2857142857142857,303.14285714285717,0.42857142857142855,0.24784903,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13956.4795,30000.0,33370.0,,90000.0,0.0,16.11111111111111,1.0,1.0,,-187.66666666666666,-1.0,8.0,365243.0,-204.0,-54.0,-54.0,-49.0,-0.7777778,0.9250898,,0.9250898,1.0858889,0.0,8.0,24.0,,,0.9250898,0.9250898,,,0.9250898,0.9250898,1.0858889,1.0858889,0.0,0.0,-54.0,-54.0,-54.0,-54.0,-204.0,-204.0,365243.0,365243.0,-187.66666666666666,-178.0
55032,167352,0.0,Cash loans,M,1.0,1.0,2,106434.0,135000.0,13216.5,135000.0,ALONE,Commercial associate,Higher education,Married,House / apartment,0.028663,43.0,-147,-846.0,-342,7.0,1,1,1,1,0,0,3,4.0,2,2,WEED,10,0,0,0,0,0,0,Other,,0.5098027710570147,0.6006575372857061,0.0,0.0,0.0,0.0,-543.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6451103.0,-220.0,0.0,-7.0,-7.0,0.0,0.0,23264.82,0.0,0.0,0.0,-5.0,12656.25,-7.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19743.75,607500.0,607500.0,,607500.0,0.0,15.0,1.0,1.0,,-543.0,-1.0,48.0,365243.0,-512.0,898.0,365243.0,365243.0,0.0,1.0,,1.0,1.0,0.0,48.0,48.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0,0.0,365243.0,365243.0,898.0,898.0,-512.0,-512.0,365243.0,365243.0,-543.0,-543.0
58504,171615,0.0,Cash loans,F,0.0,1.0,0,90000.0,229230.0,24817.5,202500.0,ALONE,Working,Secondary / secondary special,Married,House / apartment,0.020246,43.0,-2971,-6879.0,-4600,-1.0,1,1,0,1,1,0,,2.0,3,3,WEEKEND,9,0,0,0,0,0,0,Business Entity Type 1,,0.2582211966652917,0.8128226070575616,1.0,0.0,1.0,0.0,-1206.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6526111.0,-2138.8,0.0,-1963.2,-1969.8,2.295,0.0,80015.58,0.0,0.0,0.0,-1889.0,,,5.0,0.0,276.6,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14946.615,86416.875,89060.625,0.0,115222.5,0.25,9.5,1.0,1.0,0.0,-354.75,275.25,9.333333,365243.0,121352.0,-136.66667,243253.67,243255.33,0.0,0.9607127,0.0,0.9607127,1.0418088,0.0,9.333333,28.0,0.0,0.0,0.9607127,0.9607127,0.0,0.0,0.9607127,0.9607127,1.0418088,1.0418088,0.0,0.0,243253.67,-725.0,-136.66667,-725.0,121352.0,-1175.0,365243.0,365243.0,-354.75,-43.0
62329,176311,0.0,Cash loans,F,0.0,1.0,0,171000.0,1042560.0,40702.5,900000.0,ALONE,Working,Higher education,Single / not married,House / apartment,0.00496,43.0,-3171,-12194.0,-4294,-1.0,1,1,0,1,0,0,,1.0,2,2,WEED,18,0,0,0,0,0,0,Business Entity Type 3,,0.6233399927690542,,0.0,0.0,0.0,0.0,-175.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5056307.0,-895.0,0.0,79.333336,-373.0,0.0,0.0,400016.56,132024.0,0.0,0.0,-330.6666666666667,,,3.0,0.6666666666666666,354.6666666666667,0.3333333333333333,0.33004636,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3771.54,46710.0,37368.0,9342.0,46710.0,0.0,14.0,1.0,1.0,0.21781819,-175.0,70.0,12.0,365243.0,-138.0,192.0,-48.0,-45.0,0.0,1.25,0.25,1.25,0.8,1.0,12.0,12.0,0.21781819,0.21781819,1.25,1.25,0.25,0.25,1.25,1.25,0.8,0.8,1.0,1.0,-48.0,-48.0,192.0,192.0,-138.0,-138.0,365243.0,365243.0,-175.0,-175.0
62357,176343,0.0,Cash loans,F,1.0,0.0,1,67500.0,808650.0,26086.5,675000.0,ALONE,Working,Higher education,Married,House / apartment,0.028663,43.0,-1306,-7428.0,-4228,7.0,1,1,1,1,0,0,3,3.0,2,2,WEED,15,0,0,0,0,0,0,Self-employed,,0.4655114240810791,0.656158373001177,3.0,1.0,2.0,1.0,-2339.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5611276.5,-1908.0,0.0,-1717.0,-1731.0,3060.0,0.0,24023.25,0.0,0.0,0.0,-1730.0,,,2.0,0.0,601.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250.33,53035.875,52010.25,5092.125,53035.875,0.0,12.0,1.0,1.0,0.10857847,-2200.1666666666665,43.333333333333336,12.4,365243.0,-2284.25,-1894.25,-1916.75,-1910.0,-0.16666667,1.0719612,0.11452142,1.0719612,0.93863964,1.0,12.4,62.0,0.10857847,0.10857847,1.0719612,1.0719612,0.11452142,0.11452142,1.0719612,1.0719612,0.93863964,0.93863964,1.0,1.0,-1916.75,-2433.0,-1894.25,-2343.0,-2284.25,-2613.0,365243.0,365243.0,-2200.1666666666665,-2749.0
64913,179498,0.0,Cash loans,M,0.0,1.0,0,270000.0,152820.0,16587.0,135000.0,ALONE,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,43.0,-1287,-4488.0,-982,-1.0,1,1,0,1,0,0,2,1.0,2,2,WEED,14,0,0,0,1,1,0,Self-employed,,0.5942160035285584,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17209.756,67500.0,71955.0,,135000.0,0.5,14.0,1.0,1.0,,-609.5,46.0,12.0,365243.0,-1053.0,-723.0,-723.0,-716.0,0.0,0.93808633,,0.93808633,1.066,0.0,12.0,12.0,,,0.93808633,0.93808633,,,0.93808633,0.93808633,1.066,1.066,0.0,0.0,-723.0,-723.0,-723.0,-723.0,-1053.0,-1053.0,365243.0,365243.0,-609.5,-1083.0
65712,180490,0.0,Cash loans,F,0.0,0.0,0,112500.0,1288350.0,37669.5,1125000.0,FAMILY,State servant,Higher education,Married,House / apartment,0.0072739999999999,43.0,-2169,-26.0,-1544,-1.0,1,1,1,1,1,0,2,2.0,2,2,WEEKEND,18,1,1,0,1,1,0,Kindergarten,0.6673334779972104,0.6864812658017417,0.2881295999178507,0.0,0.0,0.0,0.0,-1619.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6235930.5,-873.0,8.5,2650.8,-688.5,0.0,0.0,2510517.0,2385172.5,56250.0,59.25,-300.8333333333333,,,2.0,0.6666666666666666,282.0,0.5,0.9500722,2.484097e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15953.513,238477.5,274551.75,2695.5,238477.5,0.0,18.5,1.0,1.0,0.10890909,-1494.5,10.0,21.0,365243.0,-1451.5,-851.5,-1286.5,-1279.5,0.5,0.98425436,0.11111111,0.98425436,1.03316,1.0,21.0,42.0,0.10890909,0.10890909,0.98425436,0.98425436,0.11111111,0.11111111,0.98425436,0.98425436,1.03316,1.03316,1.0,1.0,-1286.5,-1443.0,-851.5,-1413.0,-1451.5,-1563.0,365243.0,365243.0,-1494.5,-1370.0
71531,187653,0.0,Revolving loans,M,1.0,1.0,0,180000.0,180000.0,9000.0,180000.0,ALONE,Working,Secondary / secondary special,Married,House / apartment,0.022625,43.0,-1496,-630.0,-976,9.0,1,1,0,1,0,0,2,2.0,2,2,WEEKEND,11,0,0,0,0,0,0,Business Entity Type 3,,0.370119840617816,,0.0,0.0,0.0,0.0,-581.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,6745729.0,-493.0,0.0,1301.0,-178.0,,0.0,2528415.0,0.0,,0.0,-193.0,,,1.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8135.28,88843.5,88843.5,0.0,177687.0,1.0,14.0,1.0,1.0,0.0,-335.5,29.5,24.0,365243.0,-550.0,140.0,365243.0,365243.0,-0.5,1.0,0.0,1.0,1.0,0.0,24.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,365243.0,365243.0,140.0,140.0,-550.0,-550.0,365243.0,365243.0,-335.5,-581.0
80773,199007,0.0,Cash loans,F,0.0,0.0,2,153000.0,153310.5,11029.5,139500.0,ALONE,State servant,Secondary / secondary special,Married,House / apartment,0.00496,43.0,-3565,-698.0,-2436,-1.0,1,1,0,1,0,0,2,4.0,2,2,WEED,14,0,0,0,0,0,0,Military,,0.6053646072684793,0.7789040389824382,1.0,0.0,1.0,0.0,-479.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,5586206.0,-834.8,0.0,364.6,-934.3333,0.0,0.0,1061487.0,808751.7,0.0,0.0,-569.2,,,5.0,0.4,425.0,0.6,0.7619045,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16982.033,84352.5,94743.0,3375.0,84352.5,0.5,14.5,1.0,1.0,0.100137085,-1192.5,103.0,9.0,365243.0,-1162.0,-922.0,-937.0,-934.0,0.5,0.93786705,0.101255566,0.93786705,1.0728092,1.0,9.0,18.0,0.100137085,0.100137085,0.93786705,0.93786705,0.101255566,0.101255566,0.93786705,0.93786705,1.0728092,1.0728092,1.0,1.0,-937.0,-1575.0,-922.0,-1545.0,-1162.0,-1875.0,365243.0,365243.0,-1192.5,-1906.0
82856,201608,0.0,Cash loans,M,0.0,1.0,0,45000.0,314100.0,16573.5,225000.0,ALONE,Working,Secondary / secondary special,Widow,House / apartment,0.031329,43.0,-5232,-3838.0,-37,-1.0,1,1,0,1,0,0,2,1.0,2,2,WEED,9,0,0,0,0,0,0,Agriculture,0.4116926600470889,0.2622583692422573,,1.0,0.0,1.0,0.0,-2489.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3893.94,25596.0,24552.0,2565.0,25596.0,1.0,10.0,1.0,1.0,0.103017226,-2489.0,10.0,8.0,365243.0,-2457.0,-2247.0,-2247.0,-2244.0,1.0,1.042522,0.10447214,1.042522,0.95921236,1.0,8.0,8.0,0.103017226,0.103017226,1.042522,1.042522,0.10447214,0.10447214,1.042522,1.042522,0.95921236,0.95921236,1.0,1.0,-2247.0,-2247.0,-2247.0,-2247.0,-2457.0,-2457.0,365243.0,365243.0,-2489.0,-2489.0
84361,203513,0.0,Cash loans,F,0.0,0.0,0,67500.0,135000.0,14539.5,135000.0,ALONE,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018029,43.0,365243,-3931.0,-4166,-1.0,1,0,0,1,1,0,,1.0,3,3,WEED,16,0,0,0,0,0,0,XNA,,0.6556292515239256,,0.0,0.0,0.0,0.0,-2310.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5439535.5,-556.1666666666666,0.0,9087.0,-81.8,0.0,0.5,45369.0,0.0,,0.0,-158.66666666666666,2661.9001,-17.666666666666668,3.0,0.16666666666666666,446.1666666666667,1.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098.68,50499.0,26500.5,25249.5,50499.0,0.0,13.0,1.0,1.0,0.53138167,-2310.0,125.0,6.0,365243.0,-2279.0,-2129.0,-2129.0,-1360.0,1.0,1.9055867,0.95279336,1.9055867,0.52477276,1.0,6.0,6.0,0.53138167,0.53138167,1.9055867,1.9055867,0.95279336,0.95279336,1.9055867,1.9055867,0.52477276,0.52477276,1.0,1.0,-2129.0,-2129.0,-2129.0,-2129.0,-2279.0,-2279.0,365243.0,365243.0,-2310.0,-2310.0
84405,203572,0.0,Cash loans,F,0.0,1.0,0,112500.0,675000.0,29862.0,675000.0,ALONE,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885,43.0,365243,-9003.0,-4524,-1.0,1,0,0,1,0,0,,1.0,2,2,WEED,10,0,0,0,0,0,0,XNA,0.7601200360221271,0.391399483383137,0.7032033049040319,0.0,0.0,0.0,0.0,-940.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,5177505.5,-966.75,0.0,172.875,-672.6,0.0,0.0,289021.94,164243.25,0.0,0.0,-326.5,7760.7,-31.25,4.0,0.375,288.5,0.5,0.5682726,0.0,0.0,1750087.0,-24.0,25095.111,88563.82978723405,5940.0,5687.234,0.0,0.0,1431.4817,7484.2554,7484.2554,23807.645,24688.615,24688.615,0.33333334,0.3191489361702128,0.0,0.0,15.454545,0.1702127659574468,0.1702127659574468,23.0,0.3605506614251784,1.0,0.1702127659574468,0.0,100.0,1782000.0,8292.818,100692.64,107394.75,1478.0454,100692.64,0.14285714285714285,10.857142857142858,1.0,1.0,0.059443884,-1907.7142857142858,118.5,11.714286,334690.9,-1731.75,29149.25,-1360.5834,29109.334,0.071428575,0.95635307,0.06065019,0.95635307,,1.0,11.714286,164.0,0.059443884,0.059443884,0.95635307,0.95635307,0.06065019,0.06065019,0.95635307,0.95635307,,,1.0,1.0,-1360.5834,-2652.0,29149.25,-2652.0,-1731.75,-2862.0,334690.9,-1382.0,-1907.7142857142858,-1443.0
85748,205206,1.0,Cash loans,F,0.0,1.0,2,90000.0,276277.5,21825.0,238500.0,ALONE,Working,Secondary / secondary special,Married,House / apartment,0.020246,43.0,-160,-16.0,-3878,-1.0,1,1,0,1,0,0,3,4.0,3,3,WEED,9,0,0,0,0,0,0,Self-employed,0.4123051069319039,0.0002804178296403,,9.0,1.0,9.0,1.0,-487.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8339.805,92655.0,83389.5,9265.5,92655.0,0.0,9.0,1.0,1.0,0.10890909,-487.0,100.0,12.0,365243.0,-456.0,-126.0,-216.0,-208.0,0.0,1.1111112,0.11111111,1.1111112,0.9,1.0,12.0,12.0,0.10890909,0.10890909,1.1111112,1.1111112,0.11111111,0.11111111,1.1111112,1.1111112,0.9,0.9,1.0,1.0,-216.0,-216.0,-126.0,-126.0,-456.0,-456.0,365243.0,365243.0,-487.0,-487.0
